"","domain_id","PC1","PC2","PC3","name","group","link","country","party","status","euro_domeniu_nume"
"60",2,-0.0332280853579892,-0.0476685402878526,0.0961647261257932,"Andrea BOCSKOR","EPP","https://www.votewatch.eu/en/term8-andrea-bocskor.html","Hungary","Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt","Active","Agriculture"
"61",2,-0.0334177270327202,-0.0469211534277016,0.0880177629259938,"Reimer BÖGE","EPP","https://www.votewatch.eu/en/term8-reimer-boge.html","Germany","Christlich Demokratische Union Deutschlands","Active","Agriculture"
"62",2,-0.0335072813040646,-0.0451023915417686,0.0771240714651593,"Franc BOGOVIČ","EPP","https://www.votewatch.eu/en/term8-franc-bogovic.html","Slovenia","Slovenska ljudska stranka","Active","Agriculture"
"63",2,-0.0336674414642035,-0.0728467775346591,0.0351000719358388,"Simona BONAFÈ","S&D","https://www.votewatch.eu/en/term8-simona-bonafe.html","Italy","Partito Democratico","Active","Agriculture"
"64",2,-0.0337638662046173,-0.0474824880775373,0.0764886332354125,"Michał BONI","EPP","https://www.votewatch.eu/en/term8-michal-boni.html","Poland","Platforma Obywatelska","Active","Agriculture"
"65",2,-0.0336043339193383,-0.0246591295258798,0.00745091849565813,"Mario BORGHEZIO","ENF","https://www.votewatch.eu/en/term8-mario-borghezio.html","Italy","Lega Nord","Active","Agriculture"
"66",2,-0.0334131998492489,-0.0571438860325286,-0.08534990345243,"David BORRELLI","NI","https://www.votewatch.eu/en/term8-david-borrelli.html","Italy","Movimento 5 Stelle","Active","Agriculture"
"67",2,-0.033627847965103,-0.0757494410164298,0.0190993729233846,"Biljana BORZAN","S&D","https://www.votewatch.eu/en/term8-biljana-borzan.html","Croatia","Socijaldemokratska partija Hrvatske","Active","Agriculture"
"68",2,-0.0339492975057428,-0.0182014291019143,0.0377971814497371,"Victor BOŞTINARU","S&D","https://www.votewatch.eu/en/term8-victor-bostinaru.html","Romania","Partidul Social Democrat","Active","Agriculture"
"69",2,-0.0345993086981502,0.0279135254044784,-0.0243974324813199,"Louise BOURS","EFDD","https://www.votewatch.eu/en/term8-louise-bours.html","United Kingdom","Independent","Active","Agriculture"
"70",2,-0.0339026353882694,0.0043957518555737,0.0120825189321501,"Marie-Christine BOUTONNET","ENF","https://www.votewatch.eu/en/term8-marie-christine-boutonnet.html","France","Rassemblement national","Active","Agriculture"
"71",2,-0.0339707588262632,-0.048415075816147,-0.0350097966334404,"José BOVÉ","Greens/EFA","https://www.votewatch.eu/en/term8-jose-bove.html","France","Europe Écologie","Active","Agriculture"
"72",2,-0.0340556542125475,-0.0453293564117587,-0.0296317653315371,"Lynn BOYLAN","GUE-NGL","https://www.votewatch.eu/en/term8-lynn-boylan.html","Ireland","Sinn Féin","Active","Agriculture"
"73",2,-0.0341117384245272,-0.0504153204353037,-0.0167442397386265,"Paul BRANNEN","S&D","https://www.votewatch.eu/en/term8-paul-brannen.html","United Kingdom","Labour Party","Active","Agriculture"
"74",2,-0.0341710758173552,-0.0576291115019744,0.00116225233627884,"Mercedes BRESSO","S&D","https://www.votewatch.eu/en/term8-mercedes-bresso.html","Italy","Partito Democratico","Active","Agriculture"
"75",2,-0.0339902972893901,-0.0656490736954199,0.0197344542324549,"Renata BRIANO","S&D","https://www.votewatch.eu/en/term8-renata-briano.html","Italy","Partito Democratico","Active","Agriculture"
"76",2,-0.0342572875431822,0.0111626763736225,-0.00795873033194115,"Steeve BRIOIS","ENF","https://www.votewatch.eu/en/term8-steeve-briois.html","France","Rassemblement national","Active","Agriculture"
"77",2,-0.0341542209671851,-0.0300583799639862,0.069836048764357,"Elmar BROK","EPP","https://www.votewatch.eu/en/term8-elmar-brok.html","Germany","Christlich Demokratische Union Deutschlands","Active","Agriculture"
"78",2,-0.0339701508495588,-0.0506531660545515,-0.0628797083921928,"Klaus BUCHNER","Greens/EFA","https://www.votewatch.eu/en/term8-klaus-buchner.html","Germany","Ökologisch-Demokratische Partei","Active","Agriculture"
"79",2,-0.0341630518231795,-0.0371002511218982,0.0746489761388548,"Daniel BUDA","EPP","https://www.votewatch.eu/en/term8-daniel-buda.html","Romania","Partidul Naţional Liberal","Active","Agriculture"
"80",2,-0.0345177775272415,-0.0491974600491206,-0.011299052218789,"Udo BULLMANN","S&D","https://www.votewatch.eu/en/term8-udo-bullmann.html","Germany","Sozialdemokratische Partei Deutschlands","Active","Agriculture"
"81",2,-0.0345273635138471,0.00409164426108312,-0.0207678524745964,"Gianluca BUONANNO","ENF","https://www.votewatch.eu/en/term8-gianluca-buonanno.html","Italy","Lega Nord","Inactive","Agriculture"
"82",2,-0.0345975121754061,0.00470753571405869,0.053077541237741,"Cristian-Silviu BUŞOI","EPP","https://www.votewatch.eu/en/term8-cristian-silviu-busoi.html","Romania","Partidul Naţional Liberal","Active","Agriculture"
"83",2,-0.0342982671136034,-0.0435144546547061,-0.0516916826383072,"Reinhard BÜTIKOFER","Greens/EFA","https://www.votewatch.eu/en/term8-reinhard-butikofer.html","Germany","Bündnis 90/Die Grünen","Active","Agriculture"
"84",2,-0.0343684651852276,-0.0328571662008319,0.058067707100839,"Jerzy BUZEK","EPP","https://www.votewatch.eu/en/term8-jerzy-buzek.html","Poland","Platforma Obywatelska","Active","Agriculture"
"85",2,-0.0343754249980722,-0.0510099498358918,0.0255938855366218,"Soledad CABEZÓN RUIZ","S&D","https://www.votewatch.eu/en/term8-soledad-cabezon-ruiz.html","Spain","Partido Socialista Obrero Español","Active","Agriculture"
"86",2,-0.0343619697322973,-0.0315523029605324,0.0644618735133808,"Alain CADEC","EPP","https://www.votewatch.eu/en/term8-alain-cadec.html","France","Les Républicains","Active","Agriculture"
"87",2,-0.0343902258533248,-0.0257935268686183,0.066468980384907,"Wim van de CAMP","EPP","https://www.votewatch.eu/en/term8-wim-van-de-camp.html","Netherlands","Christen Democratisch Appèl","Active","Agriculture"
"88",2,-0.0343234230632116,0.0326546680574723,0.0296038161997842,"David CAMPBELL BANNERMAN","ECR","https://www.votewatch.eu/en/term8-david-campbell-bannerman.html","United Kingdom","Conservative Party","Active","Agriculture"
"89",2,-0.034330960136955,-0.0531467778977637,-0.00225385459955759,"Nicola CAPUTO","S&D","https://www.votewatch.eu/en/term8-nicola-caputo.html","Italy","Partito Democratico","Active","Agriculture"
"90",2,-0.034369293465807,-0.0380443661032049,-0.0261661113269757,"Matt CARTHY","GUE-NGL","https://www.votewatch.eu/en/term8-matt-carthy.html","Ireland","Sinn Féin","Active","Agriculture"
"91",2,-0.0345319634366189,0.0335838598832223,-0.00470390017869307,"James CARVER","EFDD","https://www.votewatch.eu/en/term8-james-carver.html","United Kingdom","Independent","Active","Agriculture"
"92",2,-0.0343843531487954,-0.025435257512941,0.055757548617865,"David CASA","EPP","https://www.votewatch.eu/en/term8-david-casa.html","Malta","Partit Nazzjonalista","Active","Agriculture"
"93",2,-0.0345204121948119,-0.0281241786804665,0.061554602154835,"Daniel CASPARY","EPP","https://www.votewatch.eu/en/term8-daniel-caspary.html","Germany","Christlich Demokratische Union Deutschlands","Active","Agriculture"
"94",2,-0.0343683179914755,-0.0373755883219787,-0.0664754113876671,"Fabio Massimo CASTALDO","EFDD","https://www.votewatch.eu/en/term8-fabio-massimo-castaldo.html","Italy","Movimento 5 Stelle","Active","Agriculture"
"95",2,-0.0348417801332664,-0.0260277775663876,0.0344805714130761,"Pilar del CASTILLO VERA","EPP","https://www.votewatch.eu/en/term8-pilar-del-castillo-vera.html","Spain","Partido Popular","Active","Agriculture"
"96",2,-0.0345598199672723,-0.0375748397426991,0.0231696282880336,"Jean-Marie CAVADA","ALDE/ADLE","https://www.votewatch.eu/en/term8-jean-marie-cavada.html","France","Génération Citoyens","Active","Agriculture"
"97",2,-0.0344694514669992,-0.0344878441800965,-0.050895661546989,"Bodil VALERO","Greens/EFA","https://www.votewatch.eu/en/term8-bodil-valero.html","Sweden","Miljöpartiet de gröna","Active","Agriculture"
"98",2,-0.0350615225749538,0.00814545634328131,0.025685652269545,"Lorenzo CESA","EPP","https://www.votewatch.eu/en/term8-lorenzo-cesa.html","Italy","Unione di Centro","Active","Agriculture"
"99",2,-0.0345394790267615,-0.0197971578773009,0.0501772066750552,"Dita CHARANZOVÁ","ALDE/ADLE","https://www.votewatch.eu/en/term8-dita-charanzova.html","Czech Republic","Ano 2011","Active","Agriculture"
"100",2,-0.0345659894063733,-0.0154682705284535,0.0381861621269645,"Aymeric CHAUPRADE","EFDD","https://www.votewatch.eu/en/term8-aymeric-chauprade.html","France","Les Français Libres","Active","Agriculture"
"101",2,-0.0345608938976693,-0.0429065544157118,-0.0359474175751134,"Nessa CHILDERS","S&D","https://www.votewatch.eu/en/term8-nessa-childers.html","Ireland","Independent","Active","Agriculture"
"102",2,-0.0348307211981963,-0.0383136053891157,0.0175359964449592,"Caterina CHINNICI","S&D","https://www.votewatch.eu/en/term8-caterina-chinnici.html","Italy","Partito Democratico","Active","Agriculture"
"103",2,-0.0348246431265025,0.00912079905582671,0.00174749958534627,"Ole CHRISTENSEN","S&D","https://www.votewatch.eu/en/term8-ole-christensen.html","Denmark","Socialdemokratiet","Active","Agriculture"
"104",2,-0.034967686460315,0.0055013521705295,-0.0370396173825194,"Kostas CHRYSOGONOS","GUE-NGL","https://www.votewatch.eu/en/term8-kostas-chrysogonos.html","Greece","Independent","Active","Agriculture"
"105",2,-0.0347235241911087,-0.0211915165456204,0.0517270384326519,"Salvatore CICU","EPP","https://www.votewatch.eu/en/term8-salvatore-cicu.html","Italy","Forza Italia","Active","Agriculture"
"106",2,-0.0348730921941148,-0.0148804276976077,0.018958674698008,"Alberto CIRIO","EPP","https://www.votewatch.eu/en/term8-alberto-cirio.html","Italy","Forza Italia","Active","Agriculture"
"107",2,-0.0347259488544837,-0.0199083140472915,0.0494665742495903,"Deirdre CLUNE","EPP","https://www.votewatch.eu/en/term8-deirdre-clune.html","Ireland","Fine Gael Party","Active","Agriculture"
"108",2,-0.0346462953894103,0.0365489039415052,-0.0138676609521956,"David COBURN","EFDD","https://www.votewatch.eu/en/term8-david-coburn.html","United Kingdom","The Brexit Party","Active","Agriculture"
"109",2,-0.0347792984123408,-0.022597167717904,0.0510979475285886,"Carlos COELHO","EPP","https://www.votewatch.eu/en/term8-carlos-coelho.html","Portugal","Partido Social Democrata","Active","Agriculture"
"110",2,-0.0346760074489707,-0.0370717808550065,-0.0358314176970355,"Sergio Gaetano COFFERATI","S&D","https://www.votewatch.eu/en/term8-sergio-gaetano-cofferati.html","Italy","Sinistra Italiana","Active","Agriculture"
"111",2,-0.0347981340700714,-0.0191429103968789,0.0493847553566376,"Birgit COLLIN-LANGEN","EPP","https://www.votewatch.eu/en/term8-birgit-collin-langen.html","Germany","Christlich Demokratische Union Deutschlands","Active","Agriculture"
"112",2,-0.034770400961977,0.027615855983201,0.000160926955105883,"Jane COLLINS","ENF","https://www.votewatch.eu/en/term8-jane-collins.html","United Kingdom","United Kingdom Independence Party","Active","Agriculture"
"113",2,-0.0348995909302039,-0.0206901024952876,0.0414256817390196,"Lara COMI","EPP","https://www.votewatch.eu/en/term8-lara-comi.html","Italy","Forza Italia","Active","Agriculture"
"114",2,-0.0345297295151816,-0.0128237505817401,0.0244023771546612,"Therese COMODINI CACHIA","EPP","https://www.votewatch.eu/en/term8-therese-comodini-cachia.html","Malta","Partit Nazzjonalista","Inactive","Agriculture"
"115",2,-0.0348077604617708,-0.0021267913901026,0.0303833821322573,"Anna Maria CORAZZA BILDT","EPP","https://www.votewatch.eu/en/term8-anna-maria-corazza-bildt.html","Sweden","Moderaterna","Active","Agriculture"
"116",2,-0.034891736154488,0.00107663261810553,-0.0156663176313635,"Richard CORBETT","S&D","https://www.votewatch.eu/en/term8-richard-corbett.html","United Kingdom","Labour Party","Active","Agriculture"
"117",2,-0.034691473961149,-0.0275047897669623,-0.0576636255116154,"Ignazio CORRAO","EFDD","https://www.votewatch.eu/en/term8-ignazio-corrao.html","Italy","Movimento 5 Stelle","Active","Agriculture"
"118",2,-0.0348983952074418,-0.0336877373877435,0.00895868223783823,"Silvia COSTA","S&D","https://www.votewatch.eu/en/term8-silvia-costa.html","Italy","Partito Democratico","Active","Agriculture"
"119",2,-0.0347620250306727,-0.0250847835532822,-0.0456445698398509,"Javier COUSO PERMUY  This person became MEP later than the general start of the term.","GUE-NGL","https://www.votewatch.eu/en/term8-javier-couso-permuy.html","Spain","Izquierda Unida","Active","Agriculture"
"120",2,-0.0348347063077916,-0.034960181808345,-0.00687751435792412,"Andrea COZZOLINO","S&D","https://www.votewatch.eu/en/term8-andrea-cozzolino-2.html","Italy","Partito Democratico","Active","Agriculture"
"121",2,-0.0347866542638542,-0.0285962788124179,-0.04434206667892,"Michael CRAMER","Greens/EFA","https://www.votewatch.eu/en/term8-michael-cramer-2.html","Germany","Bündnis 90/Die Grünen","Active","Agriculture"
"122",2,-0.0348983702721696,-0.0312141905093031,0.0195996518478072,"Andi CRISTEA","S&D","https://www.votewatch.eu/en/term8-andi-cristea.html","Romania","Partidul Social Democrat","Active","Agriculture"
"123",2,-0.0353003134653036,0.0144746432274635,-0.00843008693686486,"Brian CROWLEY","ECR","https://www.votewatch.eu/en/term8-brian-crowley-2.html","Ireland","Fianna Fáil Party","Active","Agriculture"
"124",2,-0.0349978896955132,-0.016752721183444,0.0342800694650649,"Pál CSÁKY","EPP","https://www.votewatch.eu/en/term8-pal-csaky-2.html","Slovakia","Strana mad'arskej komunity- Magyar Közösség Pártja","Active","Agriculture"
"125",2,-0.0348648670582647,0.0120399917132006,0.00239745812718343,"Ryszard CZARNECKI","ECR","https://www.votewatch.eu/en/term8-ryszard-czarnecki-2.html","Poland","Prawo i Sprawiedliwość","Active","Agriculture"
"126",2,-0.0348792783920466,-0.00642901786385167,0.0341830921741927,"Peter van DALEN","ECR","https://www.votewatch.eu/en/term8-peter-van-dalen-2.html","Netherlands","ChristenUnie","Active","Agriculture"
"127",2,-0.0349135715993048,-0.0309713541526624,0.000365547496714526,"Miriam DALLI","S&D","https://www.votewatch.eu/en/term8-miriam-dalli-2.html","Malta","Partit Laburista","Active","Agriculture"
"128",2,-0.0348217651241582,-0.0232880837361288,-0.0523128120706308,"Rosa D'AMATO","EFDD","https://www.votewatch.eu/en/term8-rosa-d-amato-2.html","Italy","Movimento 5 Stelle","Active","Agriculture"
"129",2,-0.0348894791472887,-0.0268386309717678,-0.0116063230537023,"Seb DANCE","S&D","https://www.votewatch.eu/en/term8-seb-dance-2.html","United Kingdom","Labour Party","Active","Agriculture"
"130",2,-0.0348692094699019,-0.0128054819401088,0.00571758265839653,"Viorica DĂNCILĂ","S&D","https://www.votewatch.eu/en/term8-viorica-dancila-2.html","Romania","Partidul Social Democrat + Partidul Conservator","Inactive","Agriculture"
"131",2,-0.0349721957941452,-0.0145649744891447,0.0423046268764521,"Arnaud DANJEAN","EPP","https://www.votewatch.eu/en/term8-arnaud-danjean-2.html","France","Les Républicains","Active","Agriculture"
"132",2,-0.0350055680157193,-0.0151305567575481,0.0393413639752452,"Michel DANTIN","EPP","https://www.votewatch.eu/en/term8-michel-dantin-2.html","France","Les Républicains","Active","Agriculture"
"133",2,-0.0349942343475955,-0.0304442026907584,0.0158799698695225,"Nicola DANTI","S&D","https://www.votewatch.eu/en/term8-nicola-danti-2.html","Italy","Partito Democratico","Active","Agriculture"
